"congress","state","congressional_district","party","name","ideology_score"
106,"SOUTH C",3,"Republican","GRAHAM",0.527
106,"SOUTH C",4,"Republican","DEMINT  JIM",0.759
106,"SOUTH C",5,"Democrat","SPRATT",-0.238
106,"SOUTH C",6,"Democrat","CLYBURN",-0.44
106,"SOUTH D",1,"Republican","THUNE",0.39
106,"TENNESS",1,"Republican","JENKINS",0.448
106,"TENNESS",2,"Republican","DUNCAN  JR.",0.81
106,"TENNESS",3,"Republican","WAMP",0.607
106,"TENNESS",4,"Republican","HILLEARY",0.675
106,"TENNESS",5,"Democrat","CLEMENT",-0.189
106,"TENNESS",6,"Democrat","GORDON",-0.172
106,"TENNESS",7,"Republican","BRYANT",0.532
106,"TENNESS",8,"Democrat","TANNER",-0.172
106,"TENNESS",9,"Democrat","FORD",-0.362
106,"TEXAS",1,"Democrat","SANDLIN",-0.223
106,"TEXAS",2,"Democrat","TURNER",-0.16
106,"TEXAS",3,"Republican","JOHNSON  SA",0.686
106,"TEXAS",4,"Democrat","HALL  RALPH",0.077
106,"TEXAS",5,"Republican","SESSIONS",0.715
106,"TEXAS",6,"Republican","BARTON",0.636
106,"TEXAS",7,"Republican","ARCHER",0.521
106,"TEXAS",8,"Republican","BRADY",0.614
106,"TEXAS",9,"Democrat","LAMPSON",-0.22
106,"TEXAS",10,"Democrat","DOGGETT",-0.384
106,"TEXAS",11,"Democrat","EDWARDS  CH",-0.197
106,"TEXAS",12,"Republican","GRANGER",0.558
106,"TEXAS",13,"Republican","THORNBERRY",0.658
106,"TEXAS",14,"Republican","PAUL",0.961
106,"TEXAS",15,"Democrat","HINOJOSA",-0.265
106,"TEXAS",16,"Democrat","REYES",-0.266
106,"TEXAS",17,"Democrat","STENHOLM",-0.118
106,"TEXAS",18,"Democrat","JACKSON-LEE",-0.41
106,"TEXAS",19,"Republican","COMBEST",0.464
106,"TEXAS",20,"Democrat","GONZALEZ",-0.309
106,"TEXAS",21,"Republican","SMITH  LAMA",0.503
106,"TEXAS",22,"Republican","DELAY",0.638
106,"TEXAS",23,"Republican","BONILLA",0.495
106,"TEXAS",24,"Democrat","FROST",-0.273
106,"TEXAS",25,"Democrat","BENTSEN",-0.258
106,"TEXAS",26,"Republican","ARMEY",0.661
106,"TEXAS",27,"Democrat","ORTIZ",-0.239
106,"TEXAS",28,"Democrat","RODRIGUEZ",-0.335
106,"TEXAS",29,"Democrat","GREEN  GENE",-0.306
106,"TEXAS",30,"Democrat","JOHNSON  ED",-0.453
106,"UTAH",1,"Republican","HANSEN",0.494
106,"UTAH",2,"Republican","COOK",0.497
106,"UTAH",3,"Republican","CANNON",0.733
106,"VIRGINI",1,"Republican","BATEMAN",0.278
106,"VIRGINI",2,"Democrat","PICKETT",-0.171
106,"VIRGINI",3,"Democrat","SCOTT",-0.437
106,"VIRGINI",4,"Democrat","SISISKY",-0.106
106,"VIRGINI",5,"Democrat","GOODE",0.107
106,"VIRGINI",6,"Republican","GOODLATTE",0.593
106,"VIRGINI",7,"Republican","BLILEY",0.482
106,"VIRGINI",8,"Democrat","MORAN",-0.254
106,"VIRGINI",9,"Democrat","BOUCHER",-0.22
106,"VIRGINI",10,"Republican","WOLF",0.383
106,"VIRGINI",11,"Republican","DAVIS  THOM",0.451
106,"WASHING",1,"Democrat","INSLEE  JAY",-0.256
106,"WASHING",2,"Republican","METCALF",0.558
106,"WASHING",3,"Democrat","BAIRD  BRIA",-0.445
106,"WASHING",4,"Republican","HASTINGS",0.548
106,"WASHING",5,"Republican","NETHERCUTT",0.471
106,"WASHING",6,"Democrat","DICKS",-0.271
106,"WASHING",7,"Democrat","MCDERMOTT",-0.622
106,"WASHING",8,"Republican","DUNN",0.516
106,"WASHING",9,"Democrat","SMITH  ADAM",-0.214
106,"WEST VI",1,"Democrat","MOLLOHAN",-0.28
106,"WEST VI",2,"Democrat","WISE",-0.279
106,"WEST VI",3,"Democrat","RAHALL",-0.275
106,"WISCONS",1,"Republican","RYAN  PAUL",0.79
106,"WISCONS",2,"Democrat","BALDWIN  TA",-0.515
106,"WISCONS",3,"Democrat","KIND",-0.249
106,"WISCONS",4,"Democrat","KLECZKA",-0.315
106,"WISCONS",5,"Democrat","BARRETT  TH",-0.394
106,"WISCONS",6,"Republican","PETRI",0.527
106,"WISCONS",7,"Democrat","OBEY",-0.437
106,"WISCONS",8,"Republican","GREEN  MARK",0.735
106,"WISCONS",9,"Republican","SENSENBRENN",0.952
106,"WYOMING",1,"Republican","CUBIN",0.627
107,"USA",0,"Republican","BUSH",0.981
107,"ALABAMA",1,"Republican","CALLAHAN",0.433
107,"ALABAMA",2,"Republican","EVERETT",0.49
107,"ALABAMA",3,"Republican","RILEY",0.505
107,"ALABAMA",4,"Republican","ADERHOLT",0.465
107,"ALABAMA",5,"Democrat","CRAMER",-0.101
107,"ALABAMA",6,"Republican","BACHUS",0.519
107,"ALABAMA",7,"Democrat","HILLIARD",-0.498
107,"ALASKA",1,"Republican","YOUNG  DON",0.389
107,"ARIZONA",1,"Republican","FLAKE",0.949
107,"ARIZONA",2,"Democrat","PASTOR",-0.391
107,"ARIZONA",3,"Republican","STUMP",0.715
107,"ARIZONA",4,"Republican","SHADEGG",0.889
107,"ARIZONA",5,"Republican","KOLBE",0.473
107,"ARIZONA",6,"Republican","HAYWORTH",0.728
107,"ARKANSA",1,"Democrat","BERRY",-0.27
107,"ARKANSA",2,"Democrat","SNYDER",-0.237
107,"ARKANSA",3,"Republican","HUTCHINSON",0.498
107,"ARKANSA",3,"Republican","BOOZMAN",0.524
107,"ARKANSA",4,"Democrat","ROSS",-0.208
107,"CALIFOR",1,"Democrat","THOMPSON  M",-0.383
107,"CALIFOR",2,"Republican","HERGER",0.67
107,"CALIFOR",3,"Republican","OSE  DOUG",0.47
107,"CALIFOR",4,"Republican","DOOLITTLE",0.612
107,"CALIFOR",5,"Democrat","MATSUI",-0.341
107,"CALIFOR",6,"Democrat","WOOLSEY",-0.521
107,"CALIFOR",7,"Democrat","MILLER  GEO",-0.561
107,"CALIFOR",8,"Democrat","PELOSI",-0.452
107,"CALIFOR",9,"Democrat","LEE",-0.66
107,"CALIFOR",10,"Democrat","TAUSCHER",-0.254
107,"CALIFOR",11,"Republican","POMBO",0.506
107,"CALIFOR",12,"Democrat","LANTOS",-0.352
107,"CALIFOR",13,"Democrat","STARK",-0.646
107,"CALIFOR",14,"Democrat","ESHOO",-0.359
107,"CALIFOR",15,"Democrat","HONDA",-0.483
107,"CALIFOR",16,"Democrat","LOFGREN",-0.378
107,"CALIFOR",17,"Democrat","FARR",-0.417
107,"CALIFOR",18,"Democrat","CONDIT",-0.181
107,"CALIFOR",19,"Republican","RADANOVICH",0.633
107,"CALIFOR",20,"Democrat","DOOLEY",-0.15
107,"CALIFOR",21,"Republican","THOMAS  WIL",0.467
107,"CALIFOR",22,"Democrat","CAPPS  LOIS",-0.328
107,"CALIFOR",23,"Republican","GALLEGLY",0.528
107,"CALIFOR",24,"Democrat","SHERMAN",-0.291
107,"CALIFOR",25,"Republican","MCKEON",0.527
107,"CALIFOR",26,"Democrat","BERMAN",-0.359
107,"CALIFOR",27,"Democrat","SCHIFF",-0.27
107,"CALIFOR",28,"Republican","DREIER  DAV",0.587
107,"CALIFOR",29,"Democrat","WAXMAN",-0.441
107,"CALIFOR",30,"Democrat","BECERRA",-0.49
107,"CALIFOR",31,"Democrat","SOLIS",-0.479
107,"CALIFOR",32,"Democrat","WATSON",-0.489
107,"CALIFOR",33,"Democrat","ROYBAL-ALLA",-0.447
107,"CALIFOR",34,"Democrat","NAPOLITANO",-0.362
107,"CALIFOR",35,"Democrat","WATERS",-0.63
107,"CALIFOR",36,"Democrat","HARMAN",-0.215
107,"CALIFOR",37,"Democrat","MILLENDER-M",-0.406
107,"CALIFOR",38,"Republican","HORN",0.301
107,"CALIFOR",39,"Republican","ROYCE",0.908
107,"CALIFOR",40,"Republican","LEWIS  JERR",0.458
107,"CALIFOR",41,"Republican","MILLER  GAR",0.681
107,"CALIFOR",42,"Democrat","BACA  JOE",-0.286
107,"CALIFOR",43,"Republican","CALVERT",0.466
107,"CALIFOR",44,"Republican","BONO  MARY",0.59
107,"CALIFOR",45,"Republican","ROHRABACHER",0.846
107,"CALIFOR",46,"Democrat","SANCHEZ",-0.336
107,"CALIFOR",47,"Republican","COX  CHRIST",0.695
107,"CALIFOR",48,"Republican","ISSA",0.657
107,"CALIFOR",49,"Democrat","DAVIS",-0.277
107,"CALIFOR",50,"Democrat","FILNER",-0.61
107,"CALIFOR",51,"Republican","CUNNINGHAM",0.498
107,"CALIFOR",52,"Republican","HUNTER",0.58
107,"COLORAD",1,"Democrat","DEGETTE",-0.421
107,"COLORAD",2,"Democrat","UDALL  MARK",-0.419
107,"COLORAD",3,"Republican","MCINNIS",0.547
107,"COLORAD",4,"Republican","SCHAFFER  B",0.922
107,"COLORAD",5,"Republican","HEFLEY",0.796
107,"COLORAD",6,"Republican","TANCREDO  T",0.905
107,"CONNECT",1,"Democrat","LARSON  JOH",-0.36
107,"CONNECT",2,"Republican","SIMMONS",0.343
107,"CONNECT",3,"Democrat","DELAURO",-0.39
107,"CONNECT",4,"Republican","SHAYS",0.381
107,"CONNECT",5,"Democrat","MALONEY",-0.208
107,"CONNECT",6,"Republican","JOHNSON  NA",0.24
107,"DELAWAR",1,"Republican","CASTLE",0.5
107,"FLORIDA",1,"Republican","SCARBOROUGH",0.867
107,"FLORIDA",1,"Republican","MILLER",0.8
107,"FLORIDA",2,"Democrat","BOYD",-0.153
107,"FLORIDA",3,"Democrat","BROWN  CORR",-0.386
107,"FLORIDA",4,"Republican","CRENSHAW",0.558
107,"FLORIDA",5,"Democrat","THURMAN",-0.33
107,"FLORIDA",6,"Republican","STEARNS",0.703
107,"FLORIDA",7,"Republican","MICA",0.596
107,"FLORIDA",8,"Republican","KELLER",0.685
107,"FLORIDA",9,"Republican","BILIRAKIS",0.46
107,"FLORIDA",10,"Republican","YOUNG  BILL",0.442
107,"FLORIDA",11,"Democrat","DAVIS",-0.237
107,"FLORIDA",12,"Republican","PUTNAM",0.623
107,"FLORIDA",13,"Republican","MILLER",0.694
107,"FLORIDA",14,"Republican","GOSS",0.564
107,"FLORIDA",15,"Republican","WELDON",0.632
107,"FLORIDA",16,"Republican","FOLEY",0.491
107,"FLORIDA",17,"Democrat","MEEK",-0.385
107,"FLORIDA",18,"Republican","ROS-LEHTINE",0.385
107,"FLORIDA",19,"Democrat","WEXLER",-0.342
107,"FLORIDA",20,"Democrat","DEUTSCH",-0.312
107,"FLORIDA",21,"Republican","DIAZ-BALART",0.389
107,"FLORIDA",22,"Republican","SHAW",0.376
107,"FLORIDA",23,"Democrat","HASTINGS",-0.535
107,"GEORGIA",1,"Republican","KINGSTON",0.612
107,"GEORGIA",2,"Democrat","BISHOP",-0.249
107,"GEORGIA",3,"Republican","COLLINS",0.654
107,"GEORGIA",4,"Democrat","MCKINNEY",-0.518
107,"GEORGIA",5,"Democrat","LEWIS  JOHN",-0.553
107,"GEORGIA",6,"Republican","ISAKSON  JO",0.564
107,"GEORGIA",7,"Republican","BARR",0.715
107,"GEORGIA",8,"Republican","CHAMBLISS",0.446
107,"GEORGIA",9,"Republican","DEAL",0.725
107,"GEORGIA",10,"Republican","NORWOOD",0.651
107,"GEORGIA",11,"Republican","LINDER",0.721
107,"HAWAII",1,"Democrat","ABERCROMBIE",-0.399
107,"HAWAII",2,"Democrat","MINK",-0.449
107,"IDAHO",1,"Republican","OTTER",0.867
107,"IDAHO",2,"Republican","SIMPSON  MI",0.473
107,"ILLINOI",1,"Democrat","RUSH",-0.458
107,"ILLINOI",2,"Democrat","JACKSON",-0.513
107,"ILLINOI",3,"Democrat","LIPINSKI",-0.168
107,"ILLINOI",4,"Democrat","GUTIERREZ",-0.46
107,"ILLINOI",5,"Democrat","BLAGOJEVICH",-0.272
107,"ILLINOI",6,"Republican","HYDE",0.415
107,"ILLINOI",7,"Democrat","DAVIS",-0.47
107,"ILLINOI",8,"Republican","CRANE",0.861
107,"ILLINOI",9,"Democrat","SCHAKOWSKY",-0.561
107,"ILLINOI",10,"Republican","KIRK",0.55
107,"ILLINOI",11,"Republican","WELLER",0.555
107,"ILLINOI",12,"Democrat","COSTELLO",-0.32
107,"ILLINOI",13,"Republican","BIGGERT  JU",0.637
107,"ILLINOI",14,"Republican","HASTERT",0.562
107,"ILLINOI",15,"Republican","JOHNSON",0.316
107,"ILLINOI",16,"Republican","MANZULLO",0.691
107,"ILLINOI",17,"Democrat","EVANS  LANE",-0.415
107,"ILLINOI",18,"Republican","LAHOOD",0.403
107,"ILLINOI",19,"Democrat","PHELPS  DAV",-0.191
107,"ILLINOI",20,"Republican","SHIMKUS",0.554
107,"INDIANA",1,"Democrat","VISCLOSKY",-0.391
107,"INDIANA",2,"Republican","PENCE",0.838
107,"INDIANA",3,"Democrat","ROEMER",-0.161
107,"INDIANA",4,"Republican","SOUDER",0.661
107,"INDIANA",5,"Republican","BUYER",0.561
107,"INDIANA",6,"Republican","BURTON",0.726
107,"INDIANA",7,"Republican","KERNS",0.822
107,"INDIANA",8,"Republican","HOSTETTLER",0.835
107,"INDIANA",9,"Democrat","HILL  BARON",-0.133
107,"INDIANA",10,"Democrat","CARSON",-0.427
107,"IOWA",1,"Republican","LEACH  JAME",0.233
107,"IOWA",2,"Republican","NUSSLE",0.532
107,"IOWA",3,"Democrat","BOSWELL",-0.184
107,"IOWA",4,"Republican","GANSKE",0.341
107,"IOWA",5,"Republican","LATHAM",0.485
107,"KANSAS",1,"Republican","MORAN",0.562
107,"KANSAS",2,"Republican","RYUN",0.659
107,"KANSAS",3,"Democrat","MOORE  DENN",-0.242
107,"KANSAS",4,"Republican","TIAHRT",0.599
107,"KENTUCK",1,"Republican","WHITFIELD",0.425
107,"KENTUCK",2,"Republican","LEWIS",0.532
107,"KENTUCK",3,"Republican","NORTHUP",0.466
107,"KENTUCK",4,"Democrat","LUCAS  KEN",-0.041
107,"KENTUCK",5,"Republican","ROGERS",0.434
107,"KENTUCK",6,"Republican","FLETCHER  E",0.38
107,"LOUISIA",1,"Republican","VITTER  DAV",0.596
107,"LOUISIA",2,"Democrat","JEFFERSON",-0.373
107,"LOUISIA",3,"Republican","TAUZIN",0.483
107,"LOUISIA",4,"Republican","MCCRERY",0.476
107,"LOUISIA",5,"Republican","COOKSEY",0.456
107,"LOUISIA",6,"Republican","BAKER",0.527
107,"LOUISIA",7,"Democrat","JOHN",-0.109
107,"MAINE",1,"Democrat","ALLEN",-0.372
107,"MAINE",2,"Democrat","BALDACCI",-0.299
107,"MARYLAN",1,"Republican","GILCHREST",0.369
107,"MARYLAN",2,"Republican","EHRLICH",0.505
107,"MARYLAN",3,"Democrat","CARDIN",-0.273
107,"MARYLAN",4,"Democrat","WYNN",-0.34
107,"MARYLAN",5,"Democrat","HOYER",-0.338
107,"MARYLAN",6,"Republican","BARTLETT",0.7
107,"MARYLAN",7,"Democrat","CUMMINGS",-0.399
107,"MARYLAN",8,"Republican","MORELLA",0.114
107,"MASSACH",1,"Democrat","OLVER",-0.549
107,"MASSACH",2,"Democrat","NEAL  RICHA",-0.39
107,"MASSACH",3,"Democrat","MCGOVERN",-0.488
107,"MASSACH",4,"Democrat","FRANK  BARN",-0.493
107,"MASSACH",5,"Democrat","MEEHAN",-0.369
107,"MASSACH",6,"Democrat","TIERNEY",-0.489
107,"MASSACH",7,"Democrat","MARKEY",-0.497
107,"MASSACH",8,"Democrat","CAPUANO  MI",-0.558
107,"MASSACH",9,"Democrat","MOAKLEY",-0.387
107,"MASSACH",9,"Democrat","LYNCH",-0.335
107,"MASSACH",10,"Democrat","DELAHUNT",-0.473
107,"MICHIGA",1,"Democrat","STUPAK",-0.38
107,"MICHIGA",2,"Republican","HOEKSTRA",0.742
107,"MICHIGA",3,"Republican","EHLERS",0.673
107,"MICHIGA",4,"Republican","CAMP",0.534
107,"MICHIGA",5,"Democrat","BARCIA",-0.131
107,"MICHIGA",6,"Republican","UPTON",0.516
107,"MICHIGA",7,"Republican","SMITH  NICK",0.793
107,"MICHIGA",8,"Republican","ROGERS",0.594
107,"MICHIGA",9,"Democrat","KILDEE",-0.355
107,"MICHIGA",10,"Democrat","BONIOR",-0.502
107,"MICHIGA",11,"Republican","KNOLLENBERG",0.519
107,"MICHIGA",12,"Democrat","LEVIN  SAND",-0.343
107,"MICHIGA",13,"Democrat","RIVERS",-0.349
107,"MICHIGA",14,"Democrat","CONYERS",-0.598
107,"MICHIGA",15,"Democrat","KILPATRICK",-0.455
107,"MICHIGA",16,"Democrat","DINGELL",-0.399
107,"MINNESO",1,"Republican","GUTKNECHT",0.786
107,"MINNESO",2,"Republican","KENNEDY",0.759
107,"MINNESO",3,"Republican","RAMSTAD",0.694
107,"MINNESO",4,"Democrat","MCCOLLUM",-0.41
107,"MINNESO",5,"Democrat","SABO",-0.507
107,"MINNESO",6,"Democrat","LUTHER",-0.266
107,"MINNESO",7,"Democrat","PETERSON  C",-0.142
107,"MINNESO",8,"Democrat","OBERSTAR",-0.515
107,"MISSISS",1,"Republican","WICKER",0.49
107,"MISSISS",2,"Democrat","THOMPSON",-0.479
107,"MISSISS",3,"Republican","PICKERING",0.469
107,"MISSISS",4,"Democrat","SHOWS  RONN",-0.089
107,"MISSISS",5,"Democrat","TAYLOR  GEN",-0.068
107,"MISSOUR",1,"Democrat","CLAY",-0.468
107,"MISSOUR",2,"Republican","AKIN",0.792
107,"MISSOUR",3,"Democrat","GEPHARDT",-0.455
107,"MISSOUR",4,"Democrat","SKELTON",-0.17
107,"MISSOUR",5,"Democrat","MCCARTHY",-0.335
107,"MISSOUR",6,"Republican","GRAVES",0.561
107,"MISSOUR",7,"Republican","BLUNT",0.612
107,"MISSOUR",8,"Republican","EMERSON",0.378
107,"MISSOUR",9,"Republican","HULSHOF",0.568
107,"MONTANA",1,"Republican","REHBERG",0.506
107,"NEBRASK",1,"Republican","BEREUTER",0.3
107,"NEBRASK",2,"Republican","TERRY  LEE",0.672
107,"NEBRASK",3,"Republican","OSBORNE",0.466
107,"NEVADA",1,"Democrat","BERKLEY  SH",-0.264
107,"NEVADA",2,"Republican","GIBBONS",0.718
107,"NEW HAM",1,"Republican","SUNUNU",0.704
107,"NEW HAM",2,"Republican","BASS",0.615
107,"NEW JER",1,"Democrat","ANDREWS  RO",-0.248
107,"NEW JER",2,"Republican","LOBIONDO",0.504
107,"NEW JER",3,"Republican","SAXTON",0.345
107,"NEW JER",4,"Republican","SMITH  CHRI",0.257
107,"NEW JER",5,"Republican","ROUKEMA",0.275
107,"NEW JER",6,"Democrat","PALLONE",-0.375
107,"NEW JER",7,"Republican","FERGUSON",0.498
107,"NEW JER",8,"Democrat","PASCRELL",-0.306
107,"NEW JER",9,"Democrat","ROTHMAN",-0.301
107,"NEW JER",10,"Democrat","PAYNE  DONA",-0.561
107,"NEW JER",11,"Republican","FRELINGHUYS",0.53
107,"NEW JER",12,"Democrat","HOLT  RUSH",-0.391
107,"NEW JER",13,"Democrat","MENENDEZ",-0.336
107,"NEW MEX",1,"Republican","WILSON",0.405
107,"NEW MEX",2,"Republican","SKEEN",0.344
107,"NEW MEX",3,"Democrat","UDALL  TOM",-0.453
107,"NEW YOR",1,"Republican","GRUCCI",0.361
107,"NEW YOR",2,"Democrat","ISRAEL",-0.232
107,"NEW YOR",3,"Republican","KING",0.411
107,"NEW YOR",4,"Democrat","MCCARTHY",-0.233
107,"NEW YOR",5,"Democrat","ACKERMAN",-0.373
107,"NEW YOR",6,"Democrat","MEEKS  GREG",-0.401
107,"NEW YOR",7,"Democrat","CROWLEY  JO",-0.342
107,"NEW YOR",8,"Democrat","NADLER",-0.491
107,"NEW YOR",9,"Democrat","WEINER  ANT",-0.374
107,"NEW YOR",10,"Democrat","TOWNS",-0.475
107,"NEW YOR",11,"Democrat","OWENS  MAJO",-0.518
107,"NEW YOR",12,"Democrat","VELAZQUEZ",-0.519
107,"NEW YOR",13,"Republican","FOSSELLA",0.693
107,"NEW YOR",14,"Democrat","MALONEY",-0.352
107,"NEW YOR",15,"Democrat","RANGEL  CHA",-0.448
107,"NEW YOR",16,"Democrat","SERRANO",-0.463
107,"NEW YOR",17,"Democrat","ENGEL",-0.375
107,"NEW YOR",18,"Democrat","LOWEY",-0.35
107,"NEW YOR",19,"Republican","KELLY",0.409
107,"NEW YOR",20,"Republican","GILMAN",0.154
107,"NEW YOR",21,"Democrat","MCNULTY",-0.38
107,"NEW YOR",22,"Republican","SWEENEY  JO",0.466
107,"NEW YOR",23,"Republican","BOEHLERT",0.233
107,"NEW YOR",24,"Republican","MCHUGH  JOH",0.349
107,"NEW YOR",25,"Republican","WALSH",0.332
107,"NEW YOR",26,"Democrat","HINCHEY",-0.542
107,"NEW YOR",27,"Republican","REYNOLDS  T",0.532
107,"NEW YOR",28,"Democrat","SLAUGHTER",-0.447
107,"NEW YOR",29,"Democrat","LAFALCE",-0.406
107,"NEW YOR",30,"Republican","QUINN",0.289
107,"NEW YOR",31,"Republican","HOUGHTON",0.238
107,"NORTH C",1,"Democrat","CLAYTON",-0.405
107,"NORTH C",2,"Democrat","ETHERIDGE",-0.256
107,"NORTH C",3,"Republican","JONES",0.288
107,"NORTH C",4,"Democrat","PRICE  DAVI",-0.307
107,"NORTH C",5,"Republican","BURR",0.478
107,"NORTH C",6,"Republican","COBLE",0.656
107,"NORTH C",7,"Democrat","MCINTYRE",-0.124
107,"NORTH C",8,"Republican","HAYES  ROBI",0.483
107,"NORTH C",9,"Republican","MYRICK",0.739
107,"NORTH C",10,"Republican","BALLENGER",0.56
107,"NORTH C",11,"Republican","TAYLOR  CHA",0.576
107,"NORTH C",12,"Democrat","WATT",-0.51
107,"NORTH D",1,"Democrat","POMEROY",-0.239
107,"OHIO",1,"Republican","CHABOT",0.823
107,"OHIO",2,"Republican","PORTMAN",0.528
107,"OHIO",3,"Democrat","HALL  TONY",-0.223
107,"OHIO",4,"Republican","OXLEY",0.466
107,"OHIO",5,"Republican","GILLMOR",0.343
107,"OHIO",6,"Democrat","STRICKLAND",-0.368
107,"OHIO",7,"Republican","HOBSON",0.468
107,"OHIO",8,"Republican","BOEHNER",0.639
107,"OHIO",9,"Democrat","KAPTUR",-0.345
107,"OHIO",10,"Democrat","KUCINICH",-0.512
107,"OHIO",11,"Democrat","JONES  STEP",-0.5
107,"OHIO",12,"Republican","TIBERI",0.646
107,"OHIO",13,"Democrat","BROWN  SHER",-0.43
107,"OHIO",14,"Democrat","SAWYER",-0.358
107,"OHIO",15,"Republican","PRYCE",0.523
107,"OHIO",16,"Republican","REGULA",0.356
107,"OHIO",17,"Democrat","TRAFICANT",0.176
107,"OHIO",18,"Republican","NEY",0.376
107,"OHIO",19,"Republican","LATOURETTE",0.367
107,"OKLAHOM",1,"Republican","LARGENT",0.75
107,"OKLAHOM",1,"Republican","SULLIVAN",0.706
107,"OKLAHOM",2,"Democrat","CARSON",-0.155
107,"OKLAHOM",3,"Republican","WATKINS",0.442
107,"OKLAHOM",4,"Republican","WATTS",0.51
107,"OKLAHOM",5,"Republican","ISTOOK",0.615
107,"OKLAHOM",6,"Republican","LUCAS",0.477
107,"OREGON",1,"Democrat","WU  DAVID",-0.35
107,"OREGON",2,"Republican","WALDEN  GRE",0.526
107,"OREGON",3,"Democrat","BLUMENAUER",-0.399
107,"OREGON",4,"Democrat","DEFAZIO",-0.456
107,"OREGON",5,"Democrat","HOOLEY",-0.282
107,"PENNSYL",1,"Democrat","BRADY  ROBE",-0.449
107,"PENNSYL",2,"Democrat","FATTAH",-0.454
107,"PENNSYL",3,"Democrat","BORSKI",-0.394
107,"PENNSYL",4,"Republican","HART",0.622
107,"PENNSYL",5,"Republican","PETERSON",0.48
107,"PENNSYL",6,"Democrat","HOLDEN",-0.205
107,"PENNSYL",7,"Republican","WELDON",0.315
107,"PENNSYL",8,"Republican","GREENWOOD",0.375
107,"PENNSYL",9,"Republican","SHUSTER",0.551
107,"PENNSYL",10,"Republican","SHERWOOD  D",0.488
107,"PENNSYL",11,"Democrat","KANJORSKI",-0.288
107,"PENNSYL",12,"Democrat","MURTHA",-0.222
107,"PENNSYL",13,"Democrat","HOEFFEL  JO",-0.295
107,"PENNSYL",14,"Democrat","COYNE  WILL",-0.452
107,"PENNSYL",15,"Republican","TOOMEY  PAT",0.862
107,"PENNSYL",16,"Republican","PITTS",0.725
107,"PENNSYL",17,"Republican","GEKAS",0.495
107,"PENNSYL",18,"Democrat","DOYLE",-0.269
107,"PENNSYL",19,"Republican","PLATTS",0.508
107,"PENNSYL",20,"Democrat","MASCARA",-0.245
107,"PENNSYL",21,"Republican","ENGLISH",0.53
107,"RHODE I",1,"Democrat","KENNEDY",-0.379
107,"RHODE I",2,"Democrat","LANGEVIN",-0.334
107,"SOUTH C",1,"Republican","BROWN",0.568
107,"SOUTH C",2,"Republican","SPENCE",0.407
107,"SOUTH C",2,"Republican","WILSON",0.725
107,"SOUTH C",3,"Republican","GRAHAM",0.527
107,"SOUTH C",4,"Republican","DEMINT  JIM",0.759
107,"SOUTH C",5,"Democrat","SPRATT",-0.245
107,"SOUTH C",6,"Democrat","CLYBURN",-0.43
107,"SOUTH D",1,"Republican","THUNE",0.39
107,"TENNESS",1,"Republican","JENKINS",0.498
107,"TENNESS",2,"Republican","DUNCAN  JR.",0.854
107,"TENNESS",3,"Republican","WAMP",0.613
107,"TENNESS",4,"Republican","HILLEARY",0.675
107,"TENNESS",5,"Democrat","CLEMENT",-0.187
107,"TENNESS",6,"Democrat","GORDON",-0.165
107,"TENNESS",7,"Republican","BRYANT",0.532
107,"TENNESS",8,"Democrat","TANNER",-0.183
107,"TENNESS",9,"Democrat","FORD",-0.335
107,"TEXAS",1,"Democrat","SANDLIN",-0.223
107,"TEXAS",2,"Democrat","TURNER",-0.16
107,"TEXAS",3,"Republican","JOHNSON  SA",0.699
107,"TEXAS",4,"Democrat","HALL  RALPH",0.075
107,"TEXAS",5,"Republican","SESSIONS",0.728
107,"TEXAS",6,"Republican","BARTON",0.646
107,"TEXAS",7,"Republican","CULBERSON",0.672
107,"TEXAS",8,"Republican","BRADY",0.636
107,"TEXAS",9,"Democrat","LAMPSON",-0.149
107,"TEXAS",10,"Democrat","DOGGETT",-0.39
107,"TEXAS",11,"Democrat","EDWARDS  CH",-0.197
107,"TEXAS",12,"Republican","GRANGER",0.564
107,"TEXAS",13,"Republican","THORNBERRY",0.673
107,"TEXAS",14,"Republican","PAUL",1.03
107,"TEXAS",15,"Democrat","HINOJOSA",-0.276
107,"TEXAS",16,"Democrat","REYES",-0.272
107,"TEXAS",17,"Democrat","STENHOLM",-0.152
107,"TEXAS",18,"Democrat","JACKSON-LEE",-0.414
107,"TEXAS",19,"Republican","COMBEST",0.466
107,"TEXAS",20,"Democrat","GONZALEZ",-0.307
107,"TEXAS",21,"Republican","SMITH  LAMA",0.517
107,"TEXAS",22,"Republican","DELAY",0.635
107,"TEXAS",23,"Republican","BONILLA",0.516
107,"TEXAS",24,"Democrat","FROST",-0.269
107,"TEXAS",25,"Democrat","BENTSEN",-0.258
107,"TEXAS",26,"Republican","ARMEY",0.655
107,"TEXAS",27,"Democrat","ORTIZ",-0.237
107,"TEXAS",28,"Democrat","RODRIGUEZ",-0.324
107,"TEXAS",29,"Democrat","GREEN  GENE",-0.308
107,"TEXAS",30,"Democrat","JOHNSON  ED",-0.45
107,"UTAH",1,"Republican","HANSEN",0.491
107,"UTAH",2,"Democrat","MATHESON",-0.123
107,"UTAH",3,"Republican","CANNON",0.759
107,"VIRGINI",1,"Republican","DAVIS",0.571
107,"VIRGINI",2,"Republican","SCHROCK",0.612
107,"VIRGINI",3,"Democrat","SCOTT",-0.43
107,"VIRGINI",4,"Republican","FORBES",0.576
